"","id","user_name_anon","user_location","user_location_country","user_description","user_created","user_created_year","user_created_month","user_created_day","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","source","retweets","favorites","is_retweet"
"13",1425319005502459904,"1014f696","United States","USA","We offer Amazon deals product. Almost 80% Off Amazon coupon code, promo code","2020-01-29 13:46:00",2020,1,29,826,1369,4658,"False","2021-08-11 04:51:46","🔥 55% Off 🎉 Code 55YX61GF

Pressure Point Headrest, Final Price: $10.34, Reg.Price: $22.98, Expire Date: 2021-8-13… https://t.co/bqRYmqh2Q8","","Twitter Web App",0,0,"False"
"14",1401880596482301952,"48730285","Houston, Texas","USA","Having fun trading. All posts are my opinion.","2020-05-19 12:55:25",2020,5,19,52,54,5564,"False","2021-06-07 12:35:54","This guy explains all we need to know regarding $OCGN @Ocugen  @BharatBiotech  #IndiaFightsCOVID19 #COVID19Vaccine… https://t.co/8LlMBM0JyD","['IndiaFightsCOVID19', 'COVID19Vaccine']","Twitter Web App",1,1,"False"
"15",1361686707251392512,"b9478f20","Atlanta, GA","USA","","2020-06-05 20:14:56",2020,6,5,4,127,2008,"False","2021-02-16 14:39:44","2nd dose 4 days ago. 371 days from initial covid infection. Fever, chills, sweats, nausea, body/joint pains, headac… https://t.co/v4RKtSrlvE","","Twitter for Android",0,0,"False"
"16",1401937488453664768,"ae3cf88a","Seattle, WA","USA","#Ocugen#Covaxin saves life on earth 🌍 #SafeMoon is the safe way to the Moon 🌙","2020-12-08 20:53:53",2020,12,8,24,112,1587,"False","2021-06-07 16:21:58","@RachesElla I am proud of you and your team @RachesElla at @BharatBiotech and your co development partner @Ocugen .… https://t.co/km2KkibOj1","","Twitter for iPhone",0,1,"False"
"17",1362399220687380480,"f7a14f63","United States","USA","Access to First Databank's drug pricing database with more than 90 attributes & data points for virtually every FDA approved drug. #DrugPricing 

RT≠Endorsement","2020-03-27 18:34:46",2020,3,27,1002,1395,9,"False","2021-02-18 13:51:01","Five things for pharma marketers to know: Thursday, February 18, 2021 -  https://t.co/PLTA4wHs1V - via @MMMnews… https://t.co/tYQf0rPdlF","","Buffer",0,1,"False"
"18",1451695354991321088,"5e877ee6","Washington, DC","USA","Follow H24 News US on Twitter to never miss out on top stories in the national media for economy, international, sports, and more.","2020-03-19 18:15:26",2020,3,19,89,0,0,"False","2021-10-22 23:41:58","Singapore, with an 82% vaccination rate, recorded its highest single-day increase in new locally transmitted cases… https://t.co/EsZcgfag51","","Nonli",0,0,"False"
"19",1367993800652644352,"91d1afdf","Boston ","USA","Accounts Payable Officer (Ret.) Luv Boston, golf ⛳️ classic rock, Patriotic Bostonian 🇺🇸 where the US began! Process theism, Moderate Party, Married. No DM's.","2020-10-31 14:02:28",2020,10,31,212,247,472,"False","2021-03-06 00:21:52","I just received my 1st dose of a funky called #Moderna   
   I thought I made the phrase up so I typed it on You Tu… https://t.co/7haFhLa4uD","['Moderna']","Twitter Web App",0,0,"False"
"20",1382820295011147776,"dad96e54","Chicago, IL","USA","I speak for the people & not corporations.

Get rid of the banks, buy #DodgeCoin: https://t.co/nZk6E0a8VY

#MedicareForAll #GND
Backup acct: @JohnStalv01","2020-12-21 05:08:36",2020,12,21,2065,4598,23052,"False","2021-04-15 22:17:04","@andresha_bass @know_ure_rights If the United States allow Cuba's #Soberana and/or Russia's #SputnikV vaccines here… https://t.co/kqsaVVBQRi","['Soberana', 'SputnikV']","Twitter for Android",2,19,"False"
"21",1425135459160793088,"33c0b6c8","New York","USA","Prove you can trade profitably and get up to $100,000 under management!

The Trader Selection Program on the NYSE, NASDAQ exchanges","2020-09-10 15:25:44",2020,9,10,117,1913,648,"False","2021-08-10 16:42:25","What stock are you focusing on this week? 

$AMC $MRNA $MVST 

#AMCSqueeze #AMCEARNINGSDAY #APESNOTLEAVING #Moderna #StocksToWatch","['AMCSqueeze', 'AMCEARNINGSDAY', 'APESNOTLEAVING', 'Moderna', 'StocksToWatch']","Twitter Web App",0,0,"False"
"22",1367732596675731456,"d1d931fa","Honolulu, HI","USA","Results-driven professional with an interest for developing emergency management strategies and public safety initiatives. Brutally honest and fiercely loyal.","2020-01-20 23:23:54",2020,1,20,74,79,1246,"False","2021-03-05 07:03:56","🍊🍋🍓It’s been about 36 hours since I received the 2nd dose of #Moderna.  Now it's time to follow up with some chocol… https://t.co/KrOHTW8AnA","['Moderna']","Twitter for iPhone",0,2,"False"
"23",1379134111466553344,"425c7a0e","Georgia, USA","USA","Black marine scientist | ocean avenger | diver | grad student | studying climate change impacts on oysters along the GA coast #blackinmarinescience","2020-09-11 23:22:32",2020,9,11,611,129,1494,"False","2021-04-05 18:09:29","I got the #FauciOuchie #PfizerVaccine #PfizerBiontech #PfizerProud now im ready to travel!!!!!","['FauciOuchie', 'PfizerVaccine', 'PfizerBiontech', 'PfizerProud']","Twitter for iPhone",0,1,"False"
"24",1395550262086053888,"5353d299","Texas, USA","USA","Etsy Shop, Work From Home, Aspiring Pokémon Champion, Love Cheez-Its & Tacos 🌮","2020-12-15 07:04:48",2020,12,15,14,50,117,"False","2021-05-21 01:21:25","What team are YOU on? Pick yours at my Etsy shop, #johnsonandjohnson #PfizerVaccine #Moderna 

#vaccinated … https://t.co/9nqBh3ffn5","['johnsonandjohnson', 'PfizerVaccine', 'Moderna', 'vaccinated']","Twitter for iPhone",1,2,"False"
"25",1377967194676531200,"9479b408","New York","USA","Veteran, Son, Brother, Uncle, Husband, Father and Grandfather of three. All tweets, retweets, or other commentary are solely the opinion of the account holder.","2020-03-24 15:33:09",2020,3,24,58,1163,2308,"False","2021-04-02 12:52:35","@Hannaford It would be helpful if your website and/or vaccine scheduling portal actually stated which vaccine you a… https://t.co/xtus7bnwEK","","Twitter Web App",0,0,"False"
"26",1445834163978964992,"80155bfd","Arkansas, USA","USA","Saved by Grace through Faith in Jesus Christ, MAGA Groot, Avid Movie and TV Show watcher. Tweet what I see and hear. On https://t.co/AbUZUXOzD0 at @OrigIAmGroot","2020-09-22 20:52:49",2020,9,22,49,57,2453,"False","2021-10-06 19:31:41","#Sweden, #Denmark Restrict Use Of #Moderna Jab Over Risk Of Heart Inflammation, Other Side Effects #News 

https://t.co/PL8CsibuoA","['Sweden', 'Denmark', 'Moderna', 'News']","Twitter for Android",0,0,"False"
"27",1384160093017501696,"1f4b9cba","Colorado, USA","USA","#DogeCoin","2020-12-08 04:38:22",2020,12,8,146,69,4963,"False","2021-04-19 15:00:57","@GretaThunberg I want to help! I just got my #Moderna vaccine in the US and it was from a free clinic for #BIPOC le… https://t.co/jUYXThOjwS","['Moderna', 'BIPOC']","Twitter Web App",1,11,"False"
"28",1425273155552219136,"1014f696","United States","USA","We offer Amazon deals product. Almost 80% Off Amazon coupon code, promo code","2020-01-29 13:46:00",2020,1,29,826,1369,4658,"False","2021-08-11 01:49:35","🔥 50% Off 🎉 Code 2XLCX43I

😍 Albrillo LED Under Cabinet Lighting 6PCS, 🎉Final Price: $26.44, Reg.Price: $52.99… https://t.co/xV0CTck8nC","","Twitter Web App",0,0,"False"
"29",1372971896820613120,"bb76b69e","Ohio, USA","USA","SamJennings On YouTube. Making positive, uplifting content. I’m on a mission to live the best possible life I can and help a few others along the way.","2020-10-14 19:48:52",2020,10,14,46,305,101,"False","2021-03-19 18:03:03","I Just Took The First Moderna Vaccine Dose [Kidney Transplant Recipient] https://t.co/q1nflOijCO #vaccine… https://t.co/eLuX9yHP7g","['vaccine']","Twitter for iPhone",0,0,"False"
"30",1428798564906504192,"c7290388","Mississippi, USA","USA","Be positive, life is short. Married 12+ years, cat mama. True crime lover.","2020-06-10 08:50:52",2020,6,10,43,380,2295,"False","2021-08-20 19:18:18","The next day I had very bad flu like symptoms and still do and my arm hurts so bad but I have been trying to use it… https://t.co/uVmAEOZhYK","","Twitter for Android",0,0,"False"
"31",1380333979514019840,"8ae2cdca","Texas, USA","USA","I have a three line and too much free time. I am your worst nightmare.","2020-09-17 21:29:36",2020,9,17,2,79,70,"False","2021-04-09 01:37:20","*Ahem*
&lt;tinfoil hat&gt;
The ""vaccine wars"" are nothing more than a half-hearted attempt to see who can administer the… https://t.co/VJTHrq0e9o","","Twitter Web App",0,0,"False"
"32",1381972041151225856,"8f2c524c","Maryland, USA","USA","𝙰𝚒𝚖 𝚏𝚘𝚛 𝚝𝚑𝚎 𝚜𝚝𝚊𝚛𝚜 ✨It’s the struggles that keep us going. 🙏Take time 2smell the roses. 🌹 ✌🏻Mental health care advocacy , Love thy neighbor💚!","2020-07-12 01:05:48",2020,7,12,75,71,5915,"False","2021-04-13 14:06:25","@AugensteinWTOP I disapproved of J&amp;J vaccine from the beginning and never would take it or recommend to a friend. I… https://t.co/QIOaTtC2Bo","","Twitter for iPhone",0,0,"False"
"33",1425238354719764480,"ebe3d026","Somewhere, United States","USA","#Trump2024 🇺🇸 Marxist/Commie Slayer 🥊”You will never know how much it has cost my generation to preserve YOUR freedom” -John Adams⭐️","2020-06-21 00:21:30",2020,6,21,3186,3313,17343,"False","2021-08-10 23:31:18","#Pfizer                                 #Moderna                                   #MRNA… https://t.co/HunqL5cqYa","['Pfizer', 'Moderna', 'MRNA']","Twitter for iPhone",1,2,"False"
"34",1380059782363688960,"31d9dfae","United States","USA","#Irish #Armenian #twin #mom #wife #animallover #CrazyCatLady #LoveMyGrandBunnies #BLM #feminist✌🏿✌🏾✌🏽✌️❤️🧡💛💚💙💜🖤🤍🤎","2020-06-28 19:32:49",2020,6,28,357,1171,7169,"False","2021-04-08 07:27:47","@haylo64 My first shot my arm was sore, very sore And soreness disappeared within two days. With My second shot My… https://t.co/xbaIzqTYse","","Twitter for iPhone",0,1,"False"
"35",1384341124530180096,"90428d5f","USA","USA","#Cybersecurity expert on the #darkweb and #darknet.#Conspiracy #investigator.#RockAndRoll #radio #broadcast talent.#History #BTC #vpn #Cyber #crypto #hollywood","2020-10-01 23:33:12",2020,10,1,23,50,854,"False","2021-04-20 03:00:18","Later this year @moderna_tx will have a combination one shot #vaccine for the #flu and #COVID19 .#COVID19Vaccine… https://t.co/b2WQbdoxVd","['vaccine', 'flu', 'COVID19', 'COVID19Vaccine']","Twitter for Android",1,1,"False"
"36",1425313454081155072,"1014f696","United States","USA","We offer Amazon deals product. Almost 80% Off Amazon coupon code, promo code","2020-01-29 13:46:00",2020,1,29,826,1369,4658,"False","2021-08-11 04:29:43","🔥 50% Off 🎉 Code 50P2BC6O

2pcs Pack Bubble Gatling Gun, Duck, Final Price: $19.94, Reg.Price: $39.89, Expire Date:… https://t.co/JxQHSiWkRK","","Twitter Web App",0,0,"False"
"37",1380292766555643904,"6ba08495","Kentucky, USA","USA","#WAHM #freelancer #remotework #writer #Kentucky #food #momlife #diy #crafter #naturephotography | @moreheadstate sociology alum | James Milner stan | #YNWA","2020-03-30 18:54:42",2020,3,30,285,323,3298,"False","2021-04-08 22:53:34","Additional Moderna (first dose) update: the arm soreness is unreal. I feel like I have been properly injured -- not… https://t.co/Nje46u1BMw","","Twitter for Android",0,0,"False"
"38",1430314374309113856,"1234b2b2","Los Angeles, CA","USA","A mission-driven organization of people developing customized solutions to help you and the world's businesses get back to work safely during COVID-19 pandemic.","2020-05-26 04:51:03",2020,5,26,27,150,27,"False","2021-08-24 23:41:35","What Justifies Boosters? #DeltaVariant #PFZIER  #Moderna #antibody  https://t.co/udKOHjxsm0","['DeltaVariant', 'PFZIER', 'Moderna', 'antibody']","Twitter Web App",0,0,"False"
"39",1370438020386721792,"be852f9f","Green River, WY,USA","USA","Hi I'm Josh I'm autistic Im a Sportsman/Nerd, Enjoy Star Wars, Movies ,Comics, Video Games, and Overwatch/Valorant #BroncosCountry #FlyTogether #GoAvsGo","2020-12-15 08:15:54",2020,12,15,92,1303,7640,"False","2021-03-12 18:14:20","I  was blessed to got my first Fauci Ouchie getting my 2nd Booster on The 30th #PfizerBiontech #FauciOuchie… https://t.co/ngpM6czvcZ","['PfizerBiontech', 'FauciOuchie']","Twitter Web App",0,1,"False"
"40",1382238463622316032,"1e104e46","United States","USA","zzposts is a news aggregator with a powerful search engine that searches different portions of the web to give you the interesting and latest news.","2020-08-09 16:59:39",2020,8,9,196,763,42,"False","2021-04-14 07:45:05","Protection from its vaccine still strong 6 months on: Moderna https://t.co/BTcIeWxLrQ #million #company #including… https://t.co/pJ5xmtHp2Y","['million', 'company', 'including']","zzposts",0,0,"False"
"41",1359877098165465088,"87f8c465","Kansas City","USA","Machine Learning Engineer 👨‍💻. Tweets are my opinions not an advice.","2020-09-10 18:47:12",2020,9,10,6,195,154,"False","2021-02-11 14:49:00","$ocgn #COVAXIN more than 4000 frontline workers took #Covaxin just within Lucknow, India.

#StocksToBuy 
https://t.co/RCruc5FYM7","['COVAXIN', 'Covaxin', 'StocksToBuy']","Twitter Web App",1,2,"False"
"42",1455917335429189632,"cfb1bb7b","Florida, USA","USA","American voter who is not happy with current political system and both parties","2020-10-26 20:38:56",2020,10,26,1,31,10,"False","2021-11-03 15:18:37","I'm holding and even bought me some more #OCGN 
Let's go #OCGN #COVAXIN","['OCGN', 'OCGN', 'COVAXIN']","Twitter for Android",0,0,"False"
"43",1399782545206779904,"5353d299","Texas, USA","USA","27. I have an etsy shop and I basically do phone cases with Pokémon and vintage pinup girl stuff! And I really like tacos, movies, and anything miniature 🥸","2020-12-15 07:04:48",2020,12,15,30,92,164,"False","2021-06-01 17:39:00","You’ve been vaccinated? Say it by flipping people off lol.  #etsy #vaccinated #meme #funny #cat  #moderna #quote… https://t.co/azElVdg07r","['etsy', 'vaccinated', 'meme', 'funny', 'cat', 'moderna', 'quote']","Twitter for iPhone",0,1,"False"
"44",1.440329704075e+18,"e434d015","Las Vegas NV ","USA","On here to think out loud. 26, Jack Daniels and vintage everything.","2020-12-20 17:23:12",2020,12,20,791,772,10863,"False","2021-09-21 14:58:56","#Moderna I feel so much better today. So for one day after getting the second dose I had chills and fever. My lips… https://t.co/tG7YynUqRX","['Moderna']","Twitter for iPhone",0,1,"False"
"45",1461046380147920896,"ae3cf88a","Seattle, WA","USA","#Ocugen#Covaxin saves life on earth 🌍 #SafeMoon is the safe way to the Moon 🌙","2020-12-08 20:53:53",2020,12,8,46,156,4305,"False","2021-11-17 18:59:36","@Amy07330614 @CNN @CNBC @FoxNews @benshapiro I am waiting for #covaxin for myself and my children. There is no way… https://t.co/lNFYUupCWn","['covaxin']","Twitter for iPhone",0,5,"False"
"46",1377713808295231488,"0cf79771","Chicago Metro Area","USA","22, #PoliticallyActive, Egalitarian and FUCK BOTH MAJOR PARTIES!","2020-04-20 20:25:06",2020,4,20,7,114,33,"False","2021-04-01 20:05:43","Just got my #CovidVaccine. First dose of #Moderna https://t.co/RzhS5ynJJj","['CovidVaccine', 'Moderna']","Twitter for iPhone",0,0,"False"
"47",1446198912570777600,"285c361e","Delaware, United States","USA","Equity Research and Analysis.

Sayers Research and it's employees may hold positions in various securities mentioned.","2020-11-27 20:01:37",2020,11,27,33,34,7,"False","2021-10-07 19:41:04","We have just released our research report on Moderna Inc ( $MRNA ). This is only the beginning for the company and… https://t.co/3hJsqPvGAR","","Twitter Web App",2,3,"False"
"48",1458460337225834496,"5e877ee6","Washington, DC","USA","Follow H24 News US on Twitter to never miss out on top stories in the national media for economy, international, sports, and more.","2020-03-19 18:15:26",2020,3,19,99,0,0,"False","2021-11-10 15:43:35","The Green Bay Packers quarterback has been accused of misleading the public by claiming he was 'immunized.'… https://t.co/gk4UJoB94O","","Nonli",0,0,"False"
"49",1383432698677456896,"1f4b9cba","Colorado, USA","USA","#DogeCoin","2020-12-08 04:38:22",2020,12,8,146,69,4963,"False","2021-04-17 14:50:32","#DOGEFAMILY IT HAS BEEN DONE - I have been #vaccinated with #Moderna 28 days later the second dose on 5/15/2021… https://t.co/o8bBGpat6D","['DOGEFAMILY', 'vaccinated', 'Moderna']","Twitter Web App",0,3,"False"
"50",1359656913848401920,"a4feabce","Texas","USA","Do Good. Live Good. Noise settles.
#Investor/ Coder/ Cook/ Carpenter/ #Veteran #KravMaga 
(Not a Licensed Financial Advisor)","2020-12-15 14:37:29",2020,12,15,23,366,199,"False","2021-02-11 00:14:04","When is @JoeBiden gonna call #Modi #ModiGlobalDisaster 
 and secure #vaccine for us? Please, order lots of #covaxin… https://t.co/0SBYsI3ys5","['Modi', 'ModiGlobalDisaster', 'vaccine', 'covaxin']","Twitter Web App",0,2,"False"
"51",1385011790560448512,"01353e52","California, USA","USA","UCLA alum, PCoHS alum, homebrewer, tea evangelist, poet, psychedelic medicine enthusiast, and grateful, but tired father. he/him","2020-01-24 17:33:53",2020,1,24,519,2079,145419,"False","2021-04-21 23:25:17","""It is unclear why the US gov has not demanded royalties from #Moderna, but Nooman Haque, a managing director… https://t.co/xSqZYsc2XE","['Moderna']","Twitter for Android",0,0,"False"
"52",1339839590673346560,"81393c2b","United States","USA","Health is a human right. No one deserves more or less quality of care than others despite our differences.","2020-11-16 01:54:45",2020,11,16,29,839,133,"False","2020-12-18 07:47:06","Got my covid vaccine yesterday. The side effects have been unbearable! 

My ego has been off the roof and I can’t s… https://t.co/DvkWmVJn8b","","Twitter for iPhone",0,1,"False"
"53",1459199436157071360,"5f2cb8c7","USA","USA","Retweets and follows ≠ endorsement.

I use my real name.  That's my real face.","2020-11-08 01:46:16",2020,11,8,70,822,48,"False","2021-11-12 16:40:30","Why isn't Covaxin available in the United States?

@FDA
@CDCgov

#Covaxin 
#COVID19","['Covaxin', 'COVID19']","Twitter for Android",0,1,"False"
"54",1376997886542508032,"deacc58a","Arizona, USA","USA","One of the forgotten men sounding alarms from Arizona MAGA","2020-03-26 02:58:07",2020,3,26,115,448,5065,"False","2021-03-30 20:40:54","What is the mortality rate of the #vaccine We would like to know if it’s a higher percentage that dies from the vac… https://t.co/RsWIe1y5Fq","['vaccine']","Twitter for iPhone",0,0,"False"
"55",1460959626724261888,"1002dffe","City of Leiden, NL   DUTCH-USA","USA","American Pathogen Ecology Advisor and Biopharmaceutical Developer. Prior Canadian Certified Wildlife and River Habitat Engineer. https://t.co/TI1otqlNab","2020-12-10 20:06:35",2020,12,10,0,181,144,"False","2021-11-17 13:14:52","Is #Covid19 #outbreaks in #migrants? No
Are migrants #vaccinated at the #polishborder? No
Are migrants wearing mask… https://t.co/zq0Yz0q7nt","['Covid19', 'outbreaks', 'migrants', 'vaccinated', 'polishborder']","Twitter Web App",0,0,"False"
"56",1425328571254378496,"65c109ca","USA","USA","Sleeping better, since I've already nearly forgotten what the former guy #TFG looks like.","2020-07-28 02:45:16",2020,7,28,41,631,6165,"False","2021-08-11 05:29:47","This is a truly beautiful video.
Honestly, y'all, Biden has delivered on just about EVERYTHING. 

#BidenDelivers… https://t.co/JWsD2eBtnW","['BidenDelivers']","Twitter Web App",0,1,"False"
"57",1396875073261350912,"b45599cd","United States","USA","Global Health Technology & Products: Antiviral/Antibacterial/AntiAlergens/Life Extension/Anti COVID-19/Return2Work PPE.
The Best Health Global Tech & Prods","2020-06-17 12:57:09",2020,6,17,1162,75,1,"False","2021-05-24 17:05:44","According to the NY Times, there was less than 15,000 new Covid-19 cases reported yesterday. #backtonormal

info@HY… https://t.co/Pug1YUtrRD","['backtonormal']","Twitter Web App",0,0,"False"
"58",1456227024251535360,"d60743b7","United States","USA","I worship at the Altar of Roddenberry
#ILoveBrandon 
#WeArePennState
#RN #FibroSucks #Yankees #Bills
#PhysicsRule
 My other starship is an Asgard Mother ship","2020-07-09 15:13:45",2020,7,9,11205,12000,134540,"False","2021-11-04 11:49:12","A little bit of a sore arm from by Pfizer booster yesterday. Otherwise I feel fine. 😊💉🩹
#GetYourVaccine
#Booster… https://t.co/eDZZjhQVP5","['GetYourVaccine', 'Booster']","Twitter for Android",0,9,"False"
"59",1442890343909773312,"33c0b6c8","New York","USA","Prove you can trade profitably and get up to $100,000 under management!

The Trader Selection Program on the NYSE, NASDAQ exchanges","2020-09-10 15:25:44",2020,9,10,121,1899,647,"False","2021-09-28 16:34:00","Which stock will benefit most from booster shots in the next year? 

$MRNA $JNJ or $PFE? 

#BoosterShots #Booster… https://t.co/kdFcIL8jIe","['BoosterShots', 'Booster']","Twitter Web App",0,0,"False"
"60",1350448820681920512,"e05f57a6","Staten Island, New York","USA","NYer, Armoring frontline workers, 🦮 mom, science-minded. The pandemic brought me to Twitter. #wearamask","2020-06-06 16:38:22",2020,6,6,40,248,1102,"False","2021-01-16 14:24:23","2nd #PfizerBioNTech COVID-19 #vaccine received today. #wecanbeatthis https://t.co/dq2TItiG4s","['PfizerBioNTech', 'vaccine', 'wecanbeatthis']","Twitter for iPhone",0,0,"False"
"61",1343917730186080256,"1928bbd4","New York","USA","Let them know you are VACCINATED!

Please Dm for Custom Design","2020-12-29 12:24:54",2020,12,29,3,24,197,"False","2020-12-29 13:52:10","Three sizes available on my Etsy shop

https://t.co/oITZsEGRU1

#igottheshot #vaccination #vaccine #vaccinated… https://t.co/QKcr6ZQU1e","['igottheshot', 'vaccination', 'vaccine', 'vaccinated']","Twitter Web App",0,2,"False"
"62",1.458670275311e+18,"966af357","Los Angeles","USA","The most exciting Art director / Illustrator in the World. 
Los Angeles & New York City","2020-12-13 06:11:29",2020,12,13,76,692,165,"False","2021-11-11 05:37:49","The modern woman loves tofu. #tofu #Moderna #women https://t.co/y14SsdN5vs","['tofu', 'Moderna', 'women']","Twitter for iPad",0,0,"False"
"63",1438954243092672512,"dd610152","Tucson, AZ","USA","“every force you create has an echo. Your own bad energy will be your undoing”","2020-11-16 19:16:13",2020,11,16,26,481,1385,"False","2021-09-17 19:53:20","Fully vaxxed now 💪🏽 #Moderna","['Moderna']","Twitter for iPhone",0,1,"False"
"64",1448018378640302080,"f6939f25","Pennsylvania, USA","USA","Informed Consent, Free Will Voluntarist, Political ATHEIST: HE is THE ✝️ truth JOHN 14:6, #SILVER #ENDTHEFED #CONVIDFRAUD, VET US ARMY, PA","2020-04-13 16:08:23",2020,4,13,77,194,1802,"False","2021-10-12 20:10:59","Boycott the @NBA2_ @NFLPlayersInc @SouthwestAir and any other criminal organizations. #walmart #Pfizer #moderna… https://t.co/tLnrSuKaHF","['walmart', 'Pfizer', 'moderna']","Twitter for iPad",0,0,"False"
"65",1440332426023092224,"48730285","Houston, Texas","USA","Having fun trading. All posts are my opinion.","2020-05-19 12:55:25",2020,5,19,64,57,6790,"False","2021-09-21 15:09:45","why i believe $OCGN [#COVAXIN] will rise greater than $AMC https://t.co/uFwU1528Ry via @YouTube","['COVAXIN']","Twitter Web App",1,2,"False"
